"Day","Site","Trial_Number","Arm","Var1","Var2","Var3"
1,"D",4,"Control-I",2.38082103883246,1.92722868659836,1.9125391177711
2,"D",4,"Control-I",2.33913368286985,1.92692276520791,2.03318823964233
3,"D",4,"Control-I",2.29747103629527,1.9264129969483,2.15204421114698
4,"D",4,"Control-I",2.25584544465004,1.92569953287484,2.2682270642561
5,"D",4,"Control-I",2.21426924249533,1.92478258440235,2.38087662177406
6,"D",4,"Control-I",2.17275474975712,1.92366242324245,2.4891588657896
7,"D",4,"Control-I",2.13131426807556,1.92233938132305,2.59227211245267
8,"D",4,"Control-I",2.08996007715974,1.92081385069005,2.68945294736112
9,"D",4,"Control-I",2.04870443114892,1.91908628339108,2.77998187761388
10,"D",4,"Control-I",2.00755955498138,1.91715719134162,2.86318865868462
11,"D",4,"Control-I",1.96653764077191,1.91502714617328,2.93845725667781
12,"D",4,"Control-I",1.92565084419902,1.91269677906441,3.00523040922806
13,"D",4,"Control-I",1.88491128090294,1.91016678055309,3.06301375127576
14,"D",4,"Control-I",1.84433102289551,1.90743790033246,3.111379475173
15,"D",4,"Control-I",1.80392209498297,1.90451094702864,3.14996949802173
16,"D",4,"Control-I",1.76369647120275,1.90138678796105,3.17849811279423
17,"D",4,"Control-I",1.72366607127532,1.89806634888546,3.19675410360801
18,"D",4,"Control-I",1.68384275707211,1.89455061371963,3.2046023094943
19,"D",4,"Control-I",1.64423832910057,1.89084062425175,3.20198462508256
20,"D",4,"Control-I",1.60486452300745,1.88693747983178,3.18892043079233
21,"D",4,"Control-I",1.56573300610124,1.88284233704564,3.16550644934737
22,"D",4,"Control-I",1.52685537389493,1.87855640937252,3.13191602967447
23,"D",4,"Control-I",1.48824314667,1.87408096682529,3.08839786348864
24,"D",4,"Control-I",1.44990776606269,1.86941733557417,3.03527414406664
25,"D",4,"Control-I",1.41186059167361,1.86456689755374,2.97293818084073
26,"D",4,"Control-I",1.37411289770167,1.85953109005347,2.90185148747319
27,"D",4,"Control-I",1.33667586960326,1.8543114052918,2.82254036497067
28,"D",4,"Control-I",1.29956060077774,1.84890938997398,2.73559200513567
29,"D",4,"Control-I",1.2627780892803,1.84332664483374,2.64165014320383
30,"D",4,"Control-I",1.22633923456292,1.83756482415894,2.54141029185355
31,"D",4,"Control-I",1.19025483424466,1.83162563530139,2.43561459187338
32,"D",4,"Control-I",1.15453558091211,1.82551083817095,2.32504631761132
33,"D",4,"Control-I",1.11919205895091,1.81922224471395,2.21052407788556
34,"D",4,"Control-I",1.0842347414094,1.81276171837637,2.09289575529124
35,"D",4,"Control-I",1.0496739868952,1.80613117355159,1.9730322287743
36,"D",4,"Control-I",1.01552003650576,1.79933257501314,1.85182092594853
37,"D",4,"Control-I",0.981783010793687,1.79236793733248,1.73015925289193
38,"D",4,"Control-I",0.948472906767794,1.78523932428208,1.60894795006616
39,"D",4,"Control-I",0.915599594930801,1.77794884822383,1.48908442354922
40,"D",4,"Control-I",0.883172816354467,1.77049866948313,1.3714561009549
41,"D",4,"Control-I",0.851202179793114,1.76289099570872,1.25693386122914
42,"D",4,"Control-I",0.819697158836336,1.75512808121854,1.14636558696708
43,"D",4,"Control-I",0.788667089101776,1.74721222633168,1.04056988698691
44,"D",4,"Control-I",0.758121165468782,1.73914577668678,0.940330035636625
45,"D",4,"Control-I",0.728068439353761,1.73093112254696,0.846388173704793
46,"D",4,"Control-I",0.698517816028052,1.72257069809154,0.759439813869786
47,"D",4,"Control-I",0.669478051979099,1.7140669806947,0.680128691367269
48,"D",4,"Control-I",0.640957752315722,1.70542249019145,0.60904199799973
49,"D",4,"Control-I",0.612965368218228,1.69663978813087,0.546706034773818
50,"D",4,"Control-I",0.585509194434151,1.68772147701714,0.49358231535182
51,"D",4,"Control-I",0.558597366820335,1.67867019953831,0.450064149165986
52,"D",4,"Control-I",0.532237859932108,1.66948863778324,0.416473729493086
53,"D",4,"Control-I",0.506438484660245,1.66017951244683,0.393059748048127
