"","Time","Treatment_Rate","Run_Number","Blood_Smear_Parasite_Prevalence","PCR_Parasite_Prevalence","PfHRP2_Prevalence","node_id","Births"
"2191",1,0.4,4,0.52915163863079,0.560652940270963,0.562093511509697,1,1
"2192",2,0.4,4,0.523817437891923,0.564547535779502,0.567427712248563,1,1
"2193",3,0.4,4,0.518486398899174,0.568440901187353,0.572758751241312,1,1
"2194",4,0.4,4,0.513160101354448,0.572332421686986,0.578085048786038,1,1
"2195",5,0.4,4,0.50784012355466,0.5762214827622,0.583405026585826,1,1
"2196",6,0.4,4,0.502528041924046,0.580107470285169,0.588717108216441,1,1
"2197",7,0.4,4,0.497225430547036,0.583989770613414,0.59401971959345,1,1
"2198",8,0.4,4,0.491933860701823,0.58786777068671,0.599311289438664,1,1
"2199",9,0.4,4,0.486654900394751,0.59174085812389,0.604590249745735,1,1
"2200",10,0.4,4,0.481390113895691,0.595608421319548,0.609855036244795,1,1
"2201",11,0.4,4,0.476141061274504,0.599469849540623,0.615104088865982,1,1
"2202",12,0.4,4,0.470909297938767,0.603324533022834,0.620335852201719,1,1
"2203",13,0.4,4,0.465696374172866,0.607171863066975,0.625548775967621,1,1
"2204",14,0.4,4,0.460503834678617,0.611011232135032,0.630741315461869,1,1
"2205",15,0.4,4,0.455333218117537,0.614842033946123,0.63591193202295,1,1
"2206",16,0.4,4,0.450186056654903,0.618663663572233,0.641059093485583,1,1
"2207",17,0.4,4,0.445063875505743,0.622475517533742,0.646181274634744,1,1
"2208",18,0.4,4,0.439968192482875,0.626276993894722,0.651276957657611,1,1
"2209",19,0.4,4,0.434900517547155,0.630067492357987,0.656344632593332,1,1
"2210",20,0.4,4,0.429862352360033,0.633846414359889,0.661382797780453,1,1
"2211",21,0.4,4,0.424855189838589,0.637613163164837,0.666389960301898,1,1
"2212",22,0.4,4,0.41988051371314,0.641367143959529,0.671364636427346,1,1
"2213",23,0.4,4,0.414939798087585,0.64510776394688,0.676305352052902,1,1
"2214",24,0.4,4,0.410034507002593,0.648834432439632,0.681210643137894,1,1
"2215",25,0.4,4,0.405166094001777,0.652546560953628,0.68607905613871,1,1
"2216",26,0.4,4,0.400336001700979,0.656243563300745,0.690909148439508,1,1
"2217",27,0.4,4,0.395545661360788,0.659924855681453,0.695699488779698,1,1
"2218",28,0.4,4,0.390796492462433,0.663589856777013,0.700448657678054,1,1
"2219",29,0.4,4,0.386089902287152,0.667237987841263,0.705155247853334,1,1
"2220",30,0.4,4,0.381427285499192,0.67086867279202,0.709817864641294,1,1
"2221",31,0.4,4,0.376810023732534,0.67448133830204,0.714435126407952,1,1
"2222",32,0.4,4,0.372239485181488,0.678075413889562,0.719005664958998,1,1
"2223",33,0.4,4,0.367717024195268,0.681650332008384,0.723528125945219,1,1
"2224",34,0.4,4,0.363243980876666,0.685205528137496,0.728001169263821,1,1
"2225",35,0.4,4,0.358821680684953,0.688740440870214,0.732423469455533,1,1
"2226",36,0.4,4,0.354451434043118,0.692254512002841,0.736793716097368,1,1
"2227",37,0.4,4,0.350134535949558,0.695747186622808,0.741110614190928,1,1
"2228",38,0.4,4,0.345872265594345,0.699217913196303,0.745372884546141,1,1
"2229",39,0.4,4,0.341665885980172,0.702666143655369,0.749579264160315,1,1
"2230",40,0.4,4,0.3375166435481,0.706091333484441,0.753728506592387,1,1
"2231",41,0.4,4,0.333425767808209,0.709492941806339,0.757819382332277,1,1
"2232",42,0.4,4,0.32939447097527,0.712870431467678,0.761850679165216,1,1
"2233",43,0.4,4,0.325423947609537,0.716223269123686,0.76582120253095,1,1
"2234",44,0.4,4,0.321515374262774,0.71955092532243,0.769729775877713,1,1
"2235",45,0.4,4,0.317669909129617,0.72285287458842,0.77357524101087,1,1
"2236",46,0.4,4,0.313888691704377,0.726128595505591,0.777356458436109,1,1
"2237",47,0.4,4,0.310172842443383,0.729377570799637,0.781072307697103,1,1
"2238",48,0.4,4,0.306523462432966,0.732599287419694,0.78472168770752,1,1
"2239",49,0.4,4,0.302941633063182,0.735793236619361,0.788303517077304,1,1
"2240",50,0.4,4,0.299428415707377,0.738958914037035,0.79181673443311,1,1
"2241",51,0.4,4,0.295984851407673,0.742095819775553,0.795260298732813,1,1
"2242",52,0.4,4,0.292611960566492,0.745203458481135,0.798633189573995,1,1
"2243",53,0.4,4,0.289310742644182,0.748281339421604,0.801934407496305,1,1
"2244",54,0.4,4,0.28608217586286,0.751328976563881,0.805162974277627,1,1
"2245",55,0.4,4,0.282927216916541,0.75434588865073,0.808317933223945,1,1
"2246",56,0.4,4,0.279846800687651,0.757331599276761,0.811398349452835,1,1
"2247",57,0.4,4,0.27684183997,0.760285636963654,0.814403310170487,1,1
"2248",58,0.4,4,0.2739132251983,0.763207535234614,0.817331924942187,1,1
"2249",59,0.4,4,0.271061824184312,0.766096832688032,0.820183325956174,1,1
"2250",60,0.4,4,0.268288481859696,0.768953073070347,0.82295666828079,1,1
"2251",61,0.4,4,0.265594020025636,0.771775805348091,0.82565113011485,1,1
"2252",62,0.4,4,0.262979237109325,0.774564583779116,0.828265913031162,1,1
"2253",63,0.4,4,0.260444907927371,0.777318967982979,0.830800242213115,1,1
"2254",64,0.4,4,0.257991783456209,0.780038523010485,0.833253366684278,1,1
"2255",65,0.4,4,0.25562059060956,0.782722819412367,0.835624559530927,1,1
"2256",66,0.4,4,0.253332032023039,0.785371433307108,0.837913118117447,1,1
"2257",67,0.4,4,0.251126785845948,0.78798394644787,0.840118364294538,1,1
"2258",68,0.4,4,0.249005505540322,0.790559946288542,0.842239644600165,1,1
"2259",69,0.4,4,0.246968819687295,0.793099026048888,0.844276330453191,1,1
"2260",70,0.4,4,0.245017331800842,0.795600784778779,0.846227818339644,1,1
"2261",71,0.4,4,0.24315162014894,0.798064827421511,0.848093529991546,1,1
"2262",72,0.4,4,0.241372237582217,0.800490764876186,0.84987291255827,1,1
"2263",73,0.4,4,0.239679711370129,0.802878214059159,0.851565438770357,1,1
