"","Time","Treatment_Rate","Run_Number","Blood_Smear_Parasite_Prevalence","PCR_Parasite_Prevalence","PfHRP2_Prevalence","node_id","Births"
"8761",1,0.6,3,0.406060759155241,0.428520536125158,0.429364853367048,1,1
"8762",2,0.6,3,0.402934389882808,0.430803154332181,0.432491222639481,1,1
"8763",3,0.6,3,0.399809873706348,0.433085051578524,0.435615738815941,1,1
"8764",4,0.6,3,0.396688136487437,0.435365867526158,0.438737476034852,1,1
"8765",5,0.6,3,0.393570103264185,0.437645242007807,0.441855509258104,1,1
"8766",6,0.6,3,0.390456697977129,0.439922815083815,0.44496891454516,1,1
"8767",7,0.6,3,0.387348843195448,0.442198227098992,0.448076769326841,1,1
"8768",8,0.6,3,0.384247459843587,0.444471118739403,0.451178152678702,1,1
"8769",9,0.6,3,0.381153466928366,0.44674113108911,0.454272145593923,1,1
"8770",10,0.6,3,0.378067781266661,0.449007905686848,0.457357831255628,1,1
"8771",11,0.6,3,0.374991317213726,0.45127108458263,0.460434295308563,1,1
"8772",12,0.6,3,0.371924986392257,0.453530310394274,0.463500626130032,1,1
"8773",13,0.6,3,0.368869697422253,0.455785226363834,0.466555915100036,1,1
"8774",14,0.6,3,0.365826355651774,0.458035476413939,0.469599256870515,1,1
"8775",15,0.6,3,0.362795862888668,0.46028070520402,0.472629749633621,1,1
"8776",16,0.6,3,0.359779117133343,0.462520558186423,0.475646495388946,1,1
"8777",17,0.6,3,0.356777012312674,0.464754681662397,0.478648600209615,1,1
"8778",18,0.6,3,0.353790438015109,0.466982722837948,0.48163517450718,1,1
"8779",19,0.6,3,0.350820279227069,0.469204329879544,0.48460533329522,1,1
"8780",20,0.6,3,0.347867416070704,0.471419151969681,0.487558196451585,1,1
"8781",21,0.6,3,0.344932723543095,0.473626839362275,0.490492888979194,1,1
"8782",22,0.6,3,0.342017071256974,0.475827043437894,0.493408541265315,1,1
"8783",23,0.6,3,0.339121323183037,0.47801941675881,0.496304289339252,1,1
"8784",24,0.6,3,0.336246337393936,0.480203613123861,0.499179275128353,1,1
"8785",25,0.6,3,0.333392965810005,0.482379287623119,0.502032646712284,1,1
"8786",26,0.6,3,0.330562053946828,0.484546096692362,0.504863558575461,1,1
"8787",27,0.6,3,0.327754440664683,0.486703698167317,0.507671171857606,1,1
"8788",28,0.6,3,0.324970957919982,0.488851751337702,0.510454654602307,1,1
"8789",29,0.6,3,0.322212430518732,0.490989917001018,0.513213182003557,1,1
"8790",30,0.6,3,0.319479675872137,0.493117857516121,0.515945936650152,1,1
"8791",31,0.6,3,0.316773503754377,0.495235236856537,0.518652108767912,1,1
"8792",32,0.6,3,0.314094716062653,0.497341720663521,0.521330896459635,1,1
"8793",33,0.6,3,0.311444106579573,0.499436976298862,0.523981505942716,1,1
"8794",34,0.6,3,0.30882246073793,0.501520672897405,0.526603151784359,1,1
"8795",35,0.6,3,0.306230555387968,0.503592481419304,0.529195057134321,1,1
"8796",36,0.6,3,0.303669158567178,0.505652074701974,0.531756453955111,1,1
"8797",37,0.6,3,0.30113902927272,0.507699127511762,0.534286583249569,1,1
"8798",38,0.6,3,0.298640917236507,0.509733316595298,0.536784695285782,1,1
"8799",39,0.6,3,0.296175562703049,0.511754320730545,0.539250049819239,1,1
"8800",40,0.6,3,0.293743696210102,0.513761820777522,0.541681916312187,1,1
"8801",41,0.6,3,0.291346038372191,0.5157554997287,0.544079574150098,1,1
"8802",42,0.6,3,0.28898329966708,0.517735042759061,0.546442312855209,1,1
"8803",43,0.6,3,0.286656180225238,0.519700137275812,0.548769432297051,1,1
"8804",44,0.6,3,0.28436536962238,0.52165047296775,0.551060242899909,1,1
"8805",45,0.6,3,0.282111546675127,0.523585741854259,0.553314065847162,1,1
"8806",46,0.6,3,0.279895379239859,0.525505638333949,0.55553023328243,1,1
"8807",47,0.6,3,0.277717524014817,0.527409859232909,0.557708088507472,1,1
"8808",48,0.6,3,0.275578626345506,0.529298103852584,0.559846986176782,1,1
"8809",49,0.6,3,0.273479320033467,0.53117007401726,0.561946292488822,1,1
"8810",50,0.6,3,0.271420227148466,0.533025474121147,0.564005385373823,1,1
"8811",51,0.6,3,0.269401957844164,0.534864011175061,0.566023654678125,1,1
"8812",52,0.6,3,0.267425110177314,0.536685394852687,0.568000502344975,1,1
"8813",53,0.6,3,0.265490269930543,0.538489337536429,0.569935342591746,1,1
"8814",54,0.6,3,0.263598010438774,0.540275554362825,0.571827602083515,1,1
"8815",55,0.6,3,0.261748892419333,0.542043763267531,0.573676720102956,1,1
"8816",56,0.6,3,0.259943463805795,0.543793685029865,0.575482148716494,1,1
"8817",57,0.6,3,0.258182259585624,0.545525043316893,0.577243352936665,1,1
"8818",58,0.6,3,0.256465801641639,0.547237564727073,0.57895981088065,1,1
"8819",59,0.6,3,0.254794598597374,0.54893097883342,0.580631013924915,1,1
"8820",60,0.6,3,0.253169145666359,0.550605018226217,0.58225646685593,1,1
"8821",61,0.6,3,0.251589924505376,0.552259418555237,0.583835688016913,1,1
"8822",62,0.6,3,0.250057403071739,0.553893918571491,0.58536820945055,1,1
"8823",63,0.6,3,0.248572035484622,0.555508260168478,0.586853577037667,1,1
"8824",64,0.6,3,0.247134261890498,0.557102188422946,0.58829135063179,1,1
"8825",65,0.6,3,0.245744508332714,0.558675451635146,0.589681104189575,1,1
"8826",66,0.6,3,0.244403186625241,0.560227801368579,0.591022425897047,1,1
"8827",67,0.6,3,0.24311069423065,0.561758992489226,0.592314918291639,1,1
"8828",68,0.6,3,0.241867414142332,0.56326878320426,0.593558198379957,1,1
"8829",69,0.6,3,0.240673714771008,0.564756935100225,0.594751897751281,1,1
"8830",70,0.6,3,0.239529949835565,0.566223213180684,0.595895662686724,1,1
"8831",71,0.6,3,0.238436458258237,0.567667385903332,0.596989154264052,1,1
"8832",72,0.6,3,0.237393564064179,0.569089225216555,0.59803204845811,1,1
"8833",73,0.6,3,0.236401576285447,0.570488506595441,0.599024036236842,1,1
"8834",74,0.6,3,0.235460788869429,0.571865009077241,0.59996482365286,1,1
"8835",75,0.6,3,0.234571480591741,0.573218515296256,0.600854131930548,1,1
"8836",76,0.6,3,0.233733914973618,0.574548811518163,0.601691697548671,1,1
"8837",77,0.6,3,0.232948340203829,0.575855687673767,0.60247727231846,1,1
"8838",78,0.6,3,0.232214989065131,0.577138937392175,0.603210623457158,1,1
"8839",79,0.6,3,0.231534078865295,0.578398358033379,0.603891533656994,1,1
"8840",80,0.6,3,0.230905811372709,0.57963375072026,0.60451980114958,1,1
"8841",81,0.6,3,0.230330372756588,0.580844920369993,0.605095239765701,1,1
"8842",82,0.6,3,0.229807933531815,0.582031675724848,0.605617678990474,1,1
"8843",83,0.6,3,0.229338648508406,0.583193829382399,0.606086964013883,1,1
"8844",84,0.6,3,0.228922656745642,0.584331197825111,0.606502955776647,1,1
"8845",85,0.6,3,0.22856008151086,0.585443601449321,0.606865531011429,1,1
"8846",86,0.6,3,0.228251030242928,0.586530864593602,0.607174582279361,1,1
"8847",87,0.6,3,0.227995594520405,0.5875928155665,0.607430018001884,1,1
"8848",88,0.6,3,0.22779385003441,0.588629286673645,0.607631762487879,1,1
"8849",89,0.6,3,0.227645856566186,0.589640114244235,0.607779755956103,1,1
"8850",90,0.6,3,0.227551657969394,0.590625138656878,0.607873954552895,1,1
"8851",91,0.6,3,0.22751128215711,0.591584204364801,0.607914330365179,1,1
"8852",92,0.6,3,0.227524741093559,0.592517159920411,0.60790087142873,1,1
"8853",93,0.6,3,0.227592030790567,0.593423857999209,0.607833581731722,1,1
"8854",94,0.6,3,0.227713131308745,0.59430415542306,0.607712481213544,1,1
"8855",95,0.6,3,0.227888006763395,0.595157913182794,0.607537605758894,1,1
"8856",96,0.6,3,0.228116605335148,0.595984996460165,0.607309007187141,1,1
"8857",97,0.6,3,0.228398859285311,0.596785274649135,0.607026753236978,1,1
"8858",98,0.6,3,0.228734684975948,0.597558621376501,0.606690927546341,1,1
"8859",99,0.6,3,0.22912398289466,0.598304914521849,0.606301629627629,1,1
"8860",100,0.6,3,0.229566637684071,0.599024036236842,0.605858974838218,1,1
"8861",101,0.6,3,0.230062518176014,0.599715872963823,0.605363094346275,1,1
"8862",102,0.6,3,0.230611477430397,0.600380315453754,0.604814135091892,1,1
"8863",103,0.6,3,0.231213352778745,0.601017258783463,0.604212259743544,1,1
"8864",104,0.6,3,0.231867965872404,0.601626602372214,0.603557646649885,1,1
"8865",105,0.6,3,0.232575122735386,0.602208249997591,0.602850489786903,1,1
"8866",106,0.6,3,0.23333461382185,0.602762109810691,0.602090998700439,1,1
"8867",107,0.6,3,0.234146214078197,0.60328809435063,0.601279398444092,1,1
"8868",108,0.6,3,0.235009683009755,0.603786120558351,0.600415929512534,1,1
"8869",109,0.6,3,0.235924764752044,0.604256109789742,0.599500847770244,1,1
"8870",110,0.6,3,0.236891188146596,0.604697987828056,0.598534424375693,1,1
"8871",111,0.6,3,0.2379086668213,0.605111684895628,0.597516945700989,1,1
"8872",112,0.6,3,0.238976899275267,0.605497135664895,0.596448713247022,1,1
"8873",113,0.6,3,0.240095568968167,0.605854279268713,0.595330043554122,1,1
"8874",114,0.6,3,0.241264344414026,0.606183059309966,0.594161268108263,1,1
"8875",115,0.6,3,0.242482879279455,0.606483423870474,0.592942733242834,1,1
"8876",116,0.6,3,0.243750812486277,0.606755325519192,0.591674800036012,1,1
"8877",117,0.6,3,0.245067768318516,0.606998721319697,0.590357844203773,1,1
"8878",118,0.6,3,0.246433356533739,0.607213572836971,0.58899225598855,1,1
"8879",119,0.6,3,0.247847172478685,0.607399846143468,0.587578440043604,1,1
"8880",120,0.6,3,0.249308797209177,0.607557511824474,0.586116815313112,1,1
"8881",121,0.6,3,0.250817797614262,0.60768654498275,0.584607814908026,1,1
"8882",122,0.6,3,0.252373726544555,0.607786925242465,0.583051885977734,1,1
"8883",123,0.6,3,0.253976122944733,0.607858636752412,0.581449489577556,1,1
"8884",124,0.6,3,0.25562451199016,0.607901668188513,0.579801100532129,1,1
"8885",125,0.6,3,0.257318405227587,0.607916012755604,0.578107207294702,1,1
"8886",126,0.6,3,0.259057300719891,0.607901668188513,0.576368311802398,1,1
"8887",127,0.6,3,0.260840683194808,0.607858636752412,0.574584929327481,1,1
"8888",128,0.6,3,0.262668024197624,0.607786925242465,0.572757588324665,1,1
"8889",129,0.6,3,0.26453878224776,0.60768654498275,0.570886830274529,1,1
"8890",130,0.6,3,0.266452402999234,0.607557511824474,0.568973209523055,1,1
"8891",131,0.6,3,0.268408319404917,0.607399846143468,0.567017293117372,1,1
"8892",132,0.6,3,0.270405951884565,0.607213572836971,0.565019660637724,1,1
"8893",133,0.6,3,0.272444708496563,0.606998721319697,0.562980904025726,1,1
"8894",134,0.6,3,0.274523985113327,0.606755325519192,0.560901627408962,1,1
"8895",135,0.6,3,0.27664316560032,0.606483423870474,0.558782446921969,1,1
"8896",136,0.6,3,0.278801621998629,0.606183059309966,0.55662399052366,1,1
"8897",137,0.6,3,0.280998714711039,0.605854279268713,0.55442689781125,1,1
"8898",138,0.6,3,0.283233792691563,0.605497135664895,0.552191819830726,1,1
"8899",139,0.6,3,0.285506193638358,0.605111684895628,0.549919418883931,1,1
"8900",140,0.6,3,0.287815244189981,0.604697987828056,0.547610368332308,1,1
"8901",141,0.6,3,0.29016026012492,0.604256109789742,0.545265352397369,1,1
"8902",142,0.6,3,0.292540546564345,0.603786120558351,0.542885065957944,1,1
"8903",143,0.6,3,0.294955398178012,0.60328809435063,0.540470214344277,1,1
"8904",144,0.6,3,0.297404099393271,0.602762109810691,0.538021513129018,1,1
"8905",145,0.6,3,0.299885924607106,0.602208249997591,0.535539687915183,1,1
"8906",146,0.6,3,0.302400138401142,0.601626602372214,0.533025474121147,1,1
"8907",147,0.6,3,0.304945995759572,0.601017258783463,0.530479616762717,1,1
"8908",148,0.6,3,0.307522742289917,0.600380315453754,0.527902870232372,1,1
"8909",149,0.6,3,0.310129614446568,0.599715872963823,0.525295998075721,1,1
