"","Time","Treatment_Rate","Run_Number","Blood_Smear_Parasite_Prevalence","PCR_Parasite_Prevalence","PfHRP2_Prevalence","node_id","Births"
"21171",1,0.9,5,0.0568817224038983,0.0593590890480691,0.0593754394909149,1,1
"21172",2,0.9,5,0.0568211793762686,0.059403292597021,0.0594359825185446,1,1
"21173",3,0.9,5,0.0567606722343679,0.0594474821843649,0.0594964896604453,1,1
"21174",4,0.9,5,0.0567002189077683,0.0594916508320527,0.0595569429870449,1,1
"21175",5,0.9,5,0.0566398373100952,0.0595357915653428,0.059617324584718,1,1
"21176",6,0.9,5,0.056579545333719,0.0595798974139019,0.0596776165610942,1,1
"21177",7,0.9,5,0.0565193608444536,0.059623961412905,0.0597378010503597,1,1
"21178",8,0.9,5,0.056459301676262,0.059667976604136,0.0597978602185513,1,1
"21179",9,0.9,5,0.0563993856259719,0.0597119360370859,0.0598577762688413,1,1
"21180",10,0.9,5,0.0563396304480022,0.0597558327700506,0.059917531446811,1,1
"21181",11,0.9,5,0.0562800538491016,0.0597996598712272,0.0599771080457116,1,1
"21182",12,0.9,5,0.0562206734831023,0.0598434104198084,0.0600364884117109,1,1
"21183",13,0.9,5,0.0561615069456882,0.0598870775070752,0.060095654949125,1,1
"21184",14,0.9,5,0.0561025717691812,0.0599306542374886,0.060154590125632,1,1
"21185",15,0.9,5,0.0560438854173461,0.0599741337297774,0.0602132764774671,1,1
"21186",16,0.9,5,0.0559854652802155,0.060017509118026,0.0602716966145977,1,1
"21187",17,0.9,5,0.0559273286689368,0.0600607735527576,0.0603298332258764,1,1
"21188",18,0.9,5,0.0558694928106426,0.0601039202020166,0.0603876690841706,1,1
"21189",19,0.9,5,0.055811974843346,0.0601469422524467,0.0604451870514672,1,1
"21190",20,0.9,5,0.055754791810862,0.0601898329103675,0.0605023700839513,1,1
"21191",21,0.9,5,0.0556979606577572,0.0602325854028469,0.0605592012370561,1,1
"21192",22,0.9,5,0.0556414982243288,0.0602751929787708,0.0606156636704845,1,1
"21193",23,0.9,5,0.0555854212416144,0.060317648909909,0.0606717406531989,1,1
"21194",24,0.9,5,0.0555297463264342,0.0603599464919777,0.0607274155683791,1,1
"21195",25,0.9,5,0.0554744899764671,0.0604020790456986,0.0607826719183461,1,1
"21196",26,0.9,5,0.0554196685653622,0.0604440399178528,0.060837493329451,1,1
"21197",27,0.9,5,0.0553652983378868,0.0604858224823323,0.0608918635569264,1,1
"21198",28,0.9,5,0.0553113954051126,0.0605274201411858,0.0609457664897007,1,1
"21199",29,0.9,5,0.0552579757396419,0.0605688263256607,0.0609991861551714,1,1
"21200",30,0.9,5,0.0552050551708745,0.0606100344972405,0.0610521067239387,1,1
"21201",31,0.9,5,0.055152649380317,0.0606510381486773,0.0611045125144962,1,1
"21202",32,0.9,5,0.0551007738969363,0.0606918308050191,0.0611563879978769,1,1
"21203",33,0.9,5,0.0550494440925575,0.0607324060246325,0.0612077178022557,1,1
"21204",34,0.9,5,0.0549986751773096,0.0607727574002202,0.0612584867175037,1,1
"21205",35,0.9,5,0.0549484821951177,0.060812878559832,0.0613086796996955,1,1
"21206",36,0.9,5,0.0548988800192458,0.0608527631678718,0.0613582818755674,1,1
"21207",37,0.9,5,0.0548498833478891,0.0608924049260977,0.0614072785469242,1,1
"21208",38,0.9,5,0.0548015066998187,0.0609317975746164,0.0614556551949946,1,1
"21209",39,0.9,5,0.0547537644100795,0.0609709348928721,0.0615033974847338,1,1
"21210",40,0.9,5,0.0547066706257423,0.0610098107006285,0.0615504912690709,1,1
"21211",41,0.9,5,0.0546602393017118,0.061048418858945,0.0615969225931014,1,1
"21212",42,0.9,5,0.0546144841965914,0.0610867532711458,0.0616426776982218,1,1
"21213",43,0.9,5,0.0545694188686062,0.0611248078837829,0.061687743026207,1,1
"21214",44,0.9,5,0.0545250566715854,0.0611625766875916,0.0617321052232278,1,1
"21215",45,0.9,5,0.0544814107510055,0.0612000537184402,0.0617757511438077,1,1
"21216",46,0.9,5,0.0544384940400947,0.0612372330582709,0.0618186678547185,1,1
"21217",47,0.9,5,0.0543963192560006,0.061274108836035,0.0618608426388126,1,1
"21218",48,0.9,5,0.054354898896022,0.0613106752286197,0.0619022629987912,1,1
"21219",49,0.9,5,0.0543142452339054,0.0613469264617678,0.0619429166609078,1,1
"21220",50,0.9,5,0.0542743703162084,0.0613828568109893,0.0619827915786048,1,1
"21221",51,0.9,5,0.0542352859587296,0.0614184606024655,0.0620218759360837,1,1
"21222",52,0.9,5,0.0541970037430076,0.0614537322139451,0.0620601581518056,1,1
"21223",53,0.9,5,0.0541595350128891,0.0614886660756316,0.0620976268819241,1,1
"21224",54,0.9,5,0.0541228908711676,0.0615232566710635,0.0621342710236456,1,1
"21225",55,0.9,5,0.0540870821762931,0.0615574985379845,0.0621700797185201,1,1
"21226",56,0.9,5,0.0540521195391546,0.0615913862692071,0.0622050423556586,1,1
"21227",57,0.9,5,0.0540180133199362,0.0616249145134657,0.062239148574877,1,1
"21228",58,0.9,5,0.0539847736250466,0.0616580779762617,0.0622723882697666,1,1
"21229",59,0.9,5,0.0539524103041248,0.0616908714207,0.0623047515906884,1,1
"21230",60,0.9,5,0.0539209329471212,0.0617232896683156,0.062336228947692,1,1
"21231",61,0.9,5,0.0538903508814561,0.0617553275998912,0.0623668110133571,1,1
"21232",62,0.9,5,0.0538606731692556,0.0617869801562663,0.0623964887255576,1,1
"21233",63,0.9,5,0.0538319086046662,0.0618182423391351,0.062425253290147,1,1
"21234",64,0.9,5,0.0538040657112493,0.0618491092118366,0.0624530961835639,1,1
"21235",65,0.9,5,0.053777152739455,0.0618795759001337,0.0624800091553582,1,1
"21236",66,0.9,5,0.0537511776641778,0.0619096375929833,0.0625059842306354,1,1
"21237",67,0.9,5,0.053726148182393,0.0619392895432955,0.0625310137124202,1,1
"21238",68,0.9,5,0.0537020717108763,0.0619685270686836,0.062555090183937,1,1
"21239",69,0.9,5,0.0536789553840057,0.0619973455522035,0.0625782065108075,1,1
"21240",70,0.9,5,0.0536568060516479,0.0620257404430825,0.0626003558431654,1,1
"21241",71,0.9,5,0.0536356302771279,0.0620537072574381,0.0626215316176853,1,1
"21242",72,0.9,5,0.0536154343352849,0.0620812415789863,0.0626417275595283,1,1
"21243",73,0.9,5,0.0535962242106123,0.0621083390597384,0.0626609376842009,1,1
"21244",74,0.9,5,0.0535780055954846,0.0621349954206881,0.0626791562993286,1,1
"21245",75,0.9,5,0.0535607838884706,0.062161206452487,0.0626963780063426,1,1
"21246",76,0.9,5,0.0535445641927338,0.0621869680161093,0.0627125977020794,1,1
"21247",77,0.9,5,0.0535293513145201,0.0622122760435055,0.0627278105802931,1,1
"21248",78,0.9,5,0.0535151497617336,0.0622371265382447,0.0627420121330796,1,1
"21249",79,0.9,5,0.053501963742601,0.0622615155761457,0.0627551981522123,1,1
"21250",80,0.9,5,0.0534897971644242,0.0622854393058967,0.062767364730389,1,1
"21251",81,0.9,5,0.053478653632423,0.0623088939496634,0.0627785082623903,1,1
"21252",82,0.9,5,0.0534685364486663,0.0623318758036856,0.0627886254461469,1,1
"21253",83,0.9,5,0.0534594486110942,0.0623543812388623,0.0627977132837191,1,1
"21254",84,0.9,5,0.0534513928126289,0.0623764067013243,0.0628057690821843,1,1
"21255",85,0.9,5,0.0534443714403774,0.0623979487129957,0.0628127904544358,1,1
"21256",86,0.9,5,0.0534383865749239,0.0624190038721432,0.0628187753198893,1,1
"21257",87,0.9,5,0.0534334399897132,0.0624395688539131,0.0628237219051,1,1
"21258",88,0.9,5,0.0534295331505252,0.0624596404108564,0.062827628744288,1,1
"21259",89,0.9,5,0.0534266672150406,0.0624792153734415,0.0628304946797726,1,1
"21260",90,0.9,5,0.0534248430324981,0.062498290650555,0.0628323188623151,1,1
"21261",91,0.9,5,0.0534240611434423,0.0625168632299894,0.062833100751371,1,1
"21262",92,0.9,5,0.0534243217795637,0.0625349301789191,0.0628328401152496,1,1
