"Day","Site","Trial_Number","Arm","Var1","Var2","Var3"
1,"C",5,"Control-I",1.80431387815416,0.867366000621706,1.22877533578539
2,"C",5,"Control-I",1.77272096391153,0.867044718605762,1.35674995481692
3,"C",5,"Control-I",1.74114677576843,0.866509354361116,1.48282254811076
4,"C",5,"Control-I",1.70960066983822,0.865760066527749,1.6060597182951
5,"C",5,"Control-I",1.67809199391293,0.864797077135816,1.72554906047877
6,"C",5,"Control-I",1.64663008469324,0.863620671539858,1.8404059173779
7,"C",5,"Control-I",1.61522426502184,0.862231198334241,1.94977992900888
8,"C",5,"Control-I",1.58388384112092,0.860629069249864,2.05286132845619
9,"C",5,"Control-I",1.55261809983444,0.858814759032151,2.14888693710333
10,"C",5,"Control-I",1.52143630587632,0.856788805300375,2.23714581494029
11,"C",5,"Control-I",1.49034769908508,0.854551808388351,2.31698452411462
12,"C",5,"Control-I",1.45936149168584,0.852104431166542,2.3878119667567
13,"C",5,"Control-I",1.4284868655606,0.849447398845639,2.44910376126156
14,"C",5,"Control-I",1.39773296952741,0.84658149876166,2.50040612462679
15,"C",5,"Control-I",1.36710891662939,0.843507580142652,2.54133923210316
16,"C",5,"Control-I",1.33662378143432,0.840226553857042,2.57160002928413
17,"C",5,"Control-I",1.3062865973457,0.83673939214373,2.59096447581472
18,"C",5,"Control-I",1.2761063539259,0.83304712832399,2.59928920410782
19,"C",5,"Control-I",1.24609199423239,0.829150856495277,2.59651258078772
20,"C",5,"Control-I",1.2162524121677,0.825051731207023,2.58265516300203
21,"C",5,"Control-I",1.186596449844,0.820750967118517,2.55781954622374
22,"C",5,"Control-I",1.15713289496294,0.816249838638976,2.52218960467028
23,"C",5,"Control-I",1.12787047821172,0.811549679549912,2.47602912996308
24,"C",5,"Control-I",1.09881787067595,0.806651882609899,2.41967987810674
25,"C",5,"Control-I",1.06998368127026,0.801557899141875,2.35355903924714
26,"C",5,"Control-I",1.04137645418725,0.796269238603079,2.27815614894155
27,"C",5,"Control-I",1.01300466636571,0.790787468137765,2.19402946380864
28,"C",5,"Control-I",0.984876724978674,0.785114212112831,2.1018018283918
29,"C",5,"Control-I",0.957000964942235,0.779251151636474,2.00215606383605
30,"C",5,"Control-I",0.929385646445696,0.773200024060049,1.89582991251916
31,"C",5,"Control-I",0.902038952503917,0.766962622463252,1.78361057606525
32,"C",5,"Control-I",0.874968986532501,0.760540795122788,1.66632888717932
33,"C",5,"Control-I",0.848183769946584,0.753936444964695,1.54485315845264
34,"C",5,"Control-I",0.821691239783913,0.747151529000457,1.42008275368008
35,"C",5,"Control-I",0.79549924635293,0.740188057747104,1.29294142928526
36,"C",5,"Control-I",0.769615550906558,0.733048094631453,1.16437049515115
37,"C",5,"Control-I",0.744047823342375,0.725733755378669,1.03532184549107
38,"C",5,"Control-I",0.718803639929853,0.718247207385329,0.906750911356958
39,"C",5,"Control-I",0.693890481065353,0.710590669077174,0.779609586962131
40,"C",5,"Control-I",0.669315729055516,0.702766409251749,0.654839182189571
41,"C",5,"Control-I",0.645086665929729,0.694776746406101,0.533363453462892
42,"C",5,"Control-I",0.621210471282303,0.686624048049761,0.416081764576966
43,"C",5,"Control-I",0.597694220145001,0.678310730003203,0.303862428123055
44,"C",5,"Control-I",0.574544880890558,0.66983925568198,0.19753627680617
45,"C",5,"Control-I",0.551769313167799,0.661212135366762,0.0978905122504149
46,"C",5,"Control-I",0.529374265868976,0.652431925459488,0.00566287683357534
47,"C",5,"Control-I",0.50736637512993,0.643501227725846,-0.0784638082993331
48,"C",5,"Control-I",0.485752162363656,0.634422688524313,-0.153866698604924
49,"C",5,"Control-I",0.464538032327869,0.625198998021987,-0.219987537464524
50,"C",5,"Control-I",0.443730271227136,0.615832889397426,-0.276336789320864
51,"C",5,"Control-I",0.423335044850141,0.606327138030755,-0.322497264028066
