"","Time","Treatment_Rate","Run_Number","Blood_Smear_Parasite_Prevalence","PCR_Parasite_Prevalence","PfHRP2_Prevalence","node_id","Births"
"731",1,0.4,2,0.569885607672753,0.604612835326384,0.606286358514903,1,1
"732",2,0.4,2,0.563688823793776,0.609137218236575,0.61248314239388,1,1
"733",3,0.4,2,0.557495712940679,0.613660172128908,0.618676253246977,1,1
"734",4,0.4,2,0.551308110265867,0.618180982776532,0.624863855921789,1,1
"735",5,0.4,2,0.545127849289552,0.622698936291039,0.631044116898104,1,1
"736",6,0.4,2,0.538956761356442,0.627213319235195,0.637215204831214,1,1
"737",7,0.4,2,0.532796675093074,0.6317234187356,0.643375291094582,1,1
"738",8,0.4,2,0.526649415865955,0.636228522595262,0.649522550321701,1,1
"739",9,0.4,2,0.520516805240661,0.640727919406054,0.655655160946994,1,1
"740",10,0.4,2,0.514400660442074,0.645220898661064,0.661771305745582,1,1
"741",11,0.4,2,0.508302793815895,0.649706750866781,0.667869172371761,1,1
"742",12,0.4,2,0.502225012291607,0.654184767655141,0.673946953896049,1,1
"743",13,0.4,2,0.496169116847046,0.658654241895383,0.68000284934061,1,1
"744",14,0.4,2,0.490136901974729,0.663114467805711,0.686035064212927,1,1
"745",15,0.4,2,0.484130155150108,0.66756474106475,0.692041811037548,1,1
"746",16,0.4,2,0.478150656301904,0.672004358922764,0.698021309885752,1,1
"747",17,0.4,2,0.472200177284673,0.676432620312627,0.703971788902983,1,1
"748",18,0.4,2,0.466280481353771,0.680848825960531,0.709891484833885,1,1
"749",19,0.4,2,0.460393322642858,0.68525227849641,0.715778643544798,1,1
"750",20,0.4,2,0.454540445644117,0.689642282564062,0.721631520543539,1,1
"751",21,0.4,2,0.448723584691317,0.694018144930955,0.727448381496339,1,1
"752",22,0.4,2,0.442944463445898,0.698379174597694,0.733227502741759,1,1
"753",23,0.4,2,0.437204794386206,0.702724682907141,0.73896717180145,1,1
"754",24,0.4,2,0.431506278300058,0.707053983653158,0.744665687887597,1,1
"755",25,0.4,2,0.425850603780754,0.711366393188971,0.750321362406902,1,1
"756",26,0.4,2,0.420239446726713,0.715661230535122,0.755932519460943,1,1
"757",27,0.4,2,0.414674469844869,0.719937817487009,0.761497496342787,1,1
"758",28,0.4,2,0.409157322157974,0.724195478721974,0.767014644029682,1,1
"759",29,0.4,2,0.403689638515957,0.728433541905954,0.772482327671699,1,1
"760",30,0.4,2,0.398273039111484,0.732651337799641,0.777898927076171,1,1
"761",31,0.4,2,0.392909128999859,0.736848200364171,0.783262837187797,1,1
"762",32,0.4,2,0.387599497623409,0.741023466866292,0.788572468564247,1,1
"763",33,0.4,2,0.382345718340504,0.745176477983023,0.793826247847152,1,1
"764",34,0.4,2,0.37714934795933,0.749306577905764,0.799022618228326,1,1
"765",35,0.4,2,0.372011926276578,0.753413114443862,0.804160039911078,1,1
"766",36,0.4,2,0.366934975621167,0.757495439127591,0.809236990566489,1,1
"767",37,0.4,2,0.361920000403147,0.761552907310561,0.814251965784509,1,1
"768",38,0.4,2,0.356968486667906,0.765584878271509,0.81920347951975,1,1
"769",39,0.4,2,0.352081901655826,0.769590715315482,0.82409006453183,1,1
"770",40,0.4,2,0.347261693367508,0.773569785874371,0.828910272820148,1,1
"771",41,0.4,2,0.342509290134697,0.777521461606811,0.833662676052959,1,1
"772",42,0.4,2,0.337826100197035,0.781445118497392,0.838345865990621,1,1
"773",43,0.4,2,0.333213511284772,0.785340136955207,0.842958454902884,1,1
"774",44,0.4,2,0.328672890207551,0.78920590191169,0.847499075980105,1,1
"775",45,0.4,2,0.324205582449391,0.793041802917741,0.851966383738265,1,1
"776",46,0.4,2,0.319812911769995,0.796847234240123,0.856359054417661,1,1
"777",47,0.4,2,0.315496179812485,0.800621594957117,0.860675786375171,1,1
"778",48,0.4,2,0.311256665717704,0.804364289053411,0.864915300469952,1,1
"779",49,0.4,2,0.307095625745173,0.808074725514222,0.869076340442483,1,1
"780",50,0.4,2,0.30301429290084,0.811752318418619,0.873157673286816,1,1
"781",51,0.4,2,0.299013876571709,0.81539648703205,0.877158089615947,1,1
"782",52,0.4,2,0.295095562167473,0.819006655898048,0.881076404020183,1,1
"783",53,0.4,2,0.291260510769256,0.822582254929097,0.8849114554184,1,1
"784",54,0.4,2,0.287509858785553,0.826122719496662,0.888662107402103,1,1
"785",55,0.4,2,0.283844717615493,0.829627490520344,0.892327248572163,1,1
"786",56,0.4,2,0.280266173319505,0.83309601455617,0.895905792868151,1,1
"787",57,0.4,2,0.276775286297495,0.836527743883987,0.899396679890161,1,1
"788",58,0.4,2,0.273373090974628,0.839922136593952,0.902798875213028,1,1
"789",59,0.4,2,0.270060595494802,0.843278656672106,0.906111370692854,1,1
"790",60,0.4,2,0.266838781421918,0.84659677408502,0.909333184765738,1,1
"791",61,0.4,2,0.263708603449019,0.84987596486349,0.912463362738637,1,1
"792",62,0.4,2,0.260670989115391,0.853115711185277,0.915500977072264,1,1
"793",63,0.4,2,0.257726838531721,0.856315501456881,0.918445127655935,1,1
"794",64,0.4,2,0.254877024113365,0.859474830394326,0.921294942074291,1,1
"795",65,0.4,2,0.252122390321839,0.862593199102947,0.924049575865817,1,1
"796",66,0.4,2,0.249463753414586,0.865670115156177,0.926708212773069,1,1
"797",67,0.4,2,0.246901901203101,0.868705092673301,0.929270064984555,1,1
"798",68,0.4,2,0.244437592819481,0.871697652396188,0.931734373368175,1,1
"799",69,0.4,2,0.242071558491485,0.874647321764966,0.934100407696171,1,1
"800",70,0.4,2,0.239804499326149,0.877553634992649,0.936367466861507,1,1
"801",71,0.4,2,0.237637087102029,0.880416133138686,0.938534879085627,1,1
"802",72,0.4,2,0.235569964070145,0.883234364181437,0.940602002117511,1,1
"803",73,0.4,2,0.233603742763663,0.886007883089551,0.942568223423993,1,1
"804",74,0.4,2,0.23173900581639,0.88873625189224,0.944432960371266,1,1
"805",75,0.4,2,0.229976305790129,0.891419039748443,0.946195660397527,1,1
"806",76,0.4,2,0.228316165010938,0.894055823014856,0.947855801176718,1,1
"807",77,0.4,2,0.226759075414361,0.896646185312835,0.949412890773295,1,1
"808",78,0.4,2,0.225305498399649,0.899189717594146,0.950866467788007,1,1
"809",79,0.4,2,0.223955864693043,0.901686018205555,0.952216101494613,1,1
"810",80,0.4,2,0.222710574220137,0.904134692952258,0.953461391967519,1,1
"811",81,0.4,2,0.221569995987373,0.906535355160127,0.954601970200283,1,1
"812",82,0.4,2,0.220534467972698,0.908887625736768,0.955637498214958,1,1
"813",83,0.4,2,0.219604297025412,0.911191133231391,0.956567669162244,1,1
"814",84,0.4,2,0.21877975877524,0.913445513893458,0.957392207412416,1,1
"815",85,0.4,2,0.218061097550661,0.915650411730129,0.958110868636995,1,1
"816",86,0.4,2,0.217448526306506,0.917805478562477,0.95872343988115,1,1
"817",87,0.4,2,0.216942226560855,0.919910374080465,0.959229739626801,1,1
"818",88,0.4,2,0.21654234834125,0.92196476589669,0.959629617846406,1,1
"819",89,0.4,2,0.216249010140236,0.923968329598871,0.95992295604742,1,1
"820",90,0.4,2,0.216062298880255,0.925920748801071,0.960109667307401,1,1
"821",91,0.4,2,0.21598226988788,0.927821715193667,0.960189696299776,1,1
"822",92,0.4,2,0.216008946877431,0.929670928592027,0.960163019310225,1,1
"823",93,0.4,2,0.21614232194394,0.931468096983919,0.960029644243716,1,1
"824",94,0.4,2,0.216382355565495,0.933212936575622,0.959789610622161,1,1
"825",95,0.4,2,0.216728976614954,0.934905171836736,0.959442989572702,1,1
"826",96,0.4,2,0.21718208238102,0.936544535543697,0.958989883806636,1,1
"827",97,0.4,2,0.217741538598676,0.938130768821971,0.95843042758898,1,1
"828",98,0.4,2,0.21840717948897,0.939663621186935,0.957764786698686,1,1
"829",99,0.4,2,0.21917880780814,0.941142850583433,0.956993158379516,1,1
"830",100,0.4,2,0.220056194906063,0.942568223423993,0.956115771281593,1,1
"831",101,0.4,2,0.221039080794005,0.943939514625722,0.955132885393651,1,1
"832",102,0.4,2,0.222127174221666,0.945256507645842,0.95404479196599,1,1
"833",103,0.4,2,0.223320152763481,0.946518994515888,0.952851813424175,1,1
"834",104,0.4,2,0.22461766291416,0.947726775874548,0.951554303273496,1,1
"835",105,0.4,2,0.226019320193443,0.948879660999144,0.950152645994213,1,1
"836",106,0.4,2,0.227524709260029,0.949977467835751,0.948647256927627,1,1
"837",107,0.4,2,0.229133384034648,0.951020023027944,0.947038582153008,1,1
"838",108,0.4,2,0.230844867832246,0.95200716194417,0.94532709835541,1,1
"839",109,0.4,2,0.232658653503237,0.952938728703753,0.943513312684419,1,1
"840",110,0.4,2,0.234574203583783,0.953814576201501,0.941597762603873,1,1
"841",111,0.4,2,0.236590950455052,0.954634566130943,0.939581015732603,1,1
"842",112,0.4,2,0.238708296511424,0.955398569006162,0.937463669676232,1,1
"843",113,0.4,2,0.240925614337563,0.956106464182247,0.935246351850093,1,1
"844",114,0.4,2,0.243242246894346,0.956758139874345,0.932929719293309,1,1
"845",115,0.4,2,0.245657507713549,0.957353493175309,0.930514458474107,1,1
"846",116,0.4,2,0.248170681101265,0.957892430071951,0.928001285086391,1,1
"847",117,0.4,2,0.250781022349981,0.958374865459888,0.925390943837675,1,1
"848",118,0.4,2,0.253487757959249,0.958800723156979,0.922684208228407,1,1
"849",119,0.4,2,0.256290085864892,0.959169935915357,0.919881880322764,1,1
"850",120,0.4,2,0.259187175676673,0.959482445432049,0.916984790510983,1,1
"851",121,0.4,2,0.262178168924355,0.959738202358177,0.913993797263301,1,1
"852",122,0.4,2,0.265262179312088,0.95993716630676,0.910909786875568,1,1
"853",123,0.4,2,0.268438292981037,0.960079305859082,0.907733673206619,1,1
"854",124,0.4,2,0.271705568780175,0.960164598569661,0.904466397407481,1,1
"855",125,0.4,2,0.275063038545169,0.960193030969789,0.901108927642487,1,1
"856",126,0.4,2,0.278509707385267,0.960164598569661,0.897662258802389,1,1
"857",127,0.4,2,0.282044553978108,0.960079305859082,0.894127412209548,1,1
"858",128,0.4,2,0.285666530872357,0.95993716630676,0.890505435315299,1,1
"859",129,0.4,2,0.289374564798092,0.959738202358177,0.886797401389564,1,1
"860",130,0.4,2,0.293167556984834,0.959482445432049,0.883004409202822,1,1
"861",131,0.4,2,0.297044383487141,0.959169935915357,0.879127582700515,1,1
"862",132,0.4,2,0.301003895517649,0.958800723156979,0.875168070670007,1,1
"863",133,0.4,2,0.305044919787491,0.958374865459888,0.871127046400165,1,1
"864",134,0.4,2,0.309166258853964,0.957892430071951,0.867005707333692,1,1
"865",135,0.4,2,0.313366691475356,0.957353493175309,0.8628052747123,1,1
"866",136,0.4,2,0.31764497297283,0.956758139874345,0.858526993214827,1,1
"867",137,0.4,2,0.321999835599243,0.956106464182247,0.854172130588413,1,1
"868",138,0.4,2,0.326429988914815,0.955398569006162,0.849741977272841,1,1
"869",139,0.4,2,0.330934120169507,0.954634566130943,0.845237846018149,1,1
"870",140,0.4,2,0.335510894692022,0.953814576201501,0.840661071495634,1,1
"871",141,0.4,2,0.340158956285294,0.952938728703753,0.836013009902362,1,1
"872",142,0.4,2,0.344876927628359,0.95200716194417,0.831295038559297,1,1
"873",143,0.4,2,0.349663410684486,0.951020023027944,0.82650855550317,1,1
"874",144,0.4,2,0.354516987115444,0.949977467835751,0.821654979072212,1,1
"875",145,0.4,2,0.35943621870179,0.948879660999144,0.816735747485866,1,1
"876",146,0.4,2,0.364419647769037,0.947726775874548,0.811752318418619,1,1
"877",147,0.4,2,0.369465797619603,0.946518994515888,0.806706168568053,1,1
"878",148,0.4,2,0.374573172970381,0.945256507645842,0.801598793217276,1,1
"879",149,0.4,2,0.379740260395828,0.943939514625722,0.796431705791828,1,1
"880",150,0.4,2,0.384965528776427,0.942568223423993,0.791206437411229,1,1
"881",151,0.4,2,0.390247429752384,0.941142850583433,0.785924536435272,1,1
"882",152,0.4,2,0.395584398182449,0.939663621186935,0.780587568005207,1,1
"883",153,0.4,2,0.400974852607694,0.938130768821971,0.775197113579962,1,1
"884",154,0.4,2,0.406417195720137,0.936544535543697,0.769754770467519,1,1
"885",155,0.4,2,0.411909814836059,0.934905171836736,0.764262151351597,1,1
"886",156,0.4,2,0.417451082373875,0.933212936575622,0.758720883813781,1,1
"887",157,0.4,2,0.423039356336424,0.931468096983919,0.753132609851232,1,1
"888",158,0.4,2,0.428672980797525,0.929670928592027,0.747498985390131,1,1
"889",159,0.4,2,0.434350286392668,0.927821715193667,0.741821679794988,1,1
"890",160,0.4,2,0.440069590813677,0.925920748801071,0.736102375373979,1,1
"891",161,0.4,2,0.445829199307221,0.923968329598871,0.730342766880435,1,1
"892",162,0.4,2,0.451627405177,0.921964765896691,0.724544561010656,1,1
"893",163,0.4,2,0.45746249028948,0.919910374080465,0.718709475898176,1,1
"894",164,0.4,2,0.46333272558301,0.917805478562477,0.712839240604646,1,1
"895",165,0.4,2,0.469236371580182,0.915650411730129,0.706935594607473,1,1
"896",166,0.4,2,0.475171678903278,0.913445513893458,0.701000287284378,1,1
"897",167,0.4,2,0.481136888792641,0.911191133231391,0.695035077395015,1,1
"898",168,0.4,2,0.487130233627843,0.908887625736768,0.689041732559813,1,1
"899",169,0.4,2,0.493149937451461,0.906535355160127,0.683022028736195,1,1
"900",170,0.4,2,0.499194216495338,0.904134692952258,0.676977749692318,1,1
"901",171,0.4,2,0.505261279709145,0.901686018205555,0.670910686478511,1,1
